n	individuo	poblacion	sitio	lon	lat	codigo	Temp_med_anual	Precip_anual	Intervalo_medio_diurno	Isotermalidad	Rango_anual_temp
210	SAM86 	pop14	Pozo Escondido	-63.65225	-29.470883	Poz	18.1208343505859	771	14.091667175293	51.4294395446777	27.4000015258789
211	SAM87	pop15	El 49	-63.9585	-29.0489	Cnue	20.2666664123535	653	13.7333335876465	49.2234191894531	27.8999996185303
212	SAM88 	pop15	El 49	-63.9585	-29.0489	Cnue	20.2666664123535	653	13.7333335876465	49.2234191894531	27.8999996185303
213	SAM89	pop15	El 49	-63.9585	-29.0489	Cnue	20.2666664123535	653	13.7333335876465	49.2234191894531	27.8999996185303
214	SAM9	pop3	Argentina	-62.26205	-29.538683	Arg	19.5125007629395	895	13.5083322525024	50.0308647155762	27
215	SAM90 	pop15	El 49	-63.9585	-29.0489	Cnue	20.2666664123535	653	13.7333335876465	49.2234191894531	27.8999996185303
216	SAM91	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
217	SAM92 	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
218	SAM93	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
219	SAM94 	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
220	SAM95	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
221	SAM96 	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
222	SAM97  	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
223	SAM98   	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303
224	SAM99   	pop16	Huasampa	-65.563417	-27.913983	Hua	19.8875007629395	718	13.7416667938232	47.5490188598633	28.8999996185303

